연령별,시점,암검진별,성별,대상인원,수검인원,연령대
55 ~ 59세,2012,대장암,여자,1504850,397613,50대
55 ~ 59세,2012,간암,남자,95358,37749,50대
55 ~ 59세,2012,간암,여자,65144,29172,50대
55 ~ 59세,2012,유방암,남자,0,0,50대
55 ~ 59세,2012,유방암,여자,602536,404855,50대
55 ~ 59세,2012,자궁경부암,남자,0,0,50대
55 ~ 59세,2012,자궁경부암,여자,585092,359494,50대
55 ~ 59세,2013,위암,남자,651430,338965,50대
55 ~ 59세,2013,위암,여자,677920,442448,50대
55 ~ 59세,2013,대장암,남자,1444252,372266,50대
55 ~ 59세,2013,대장암,여자,1412672,459468,50대
55 ~ 59세,2013,간암,남자,86757,41391,50대
55 ~ 59세,2013,간암,여자,61044,33603,50대
55 ~ 59세,2013,유방암,남자,0,0,50대
55 ~ 59세,2013,유방암,여자,678697,447590,50대
55 ~ 59세,2013,자궁경부암,남자,0,0,50대
55 ~ 59세,2013,자궁경부암,여자,662931,403555,50대
55 ~ 59세,2014,위암,남자,651918,348839,50대
55 ~ 59세,2014,위암,여자,667563,441377,50대
55 ~ 59세,2014,대장암,남자,1518567,400274,50대
55 ~ 59세,2014,대장암,여자,1477814,480333,50대
55 ~ 59세,2014,간암,남자,89462,44563,50대
55 ~ 59세,2014,간암,여자,62585,35575,50대
55 ~ 59세,2014,유방암,남자,0,0,50대
55 ~ 59세,2014,유방암,여자,667539,447109,50대
55 ~ 59세,2014,자궁경부암,남자,0,0,50대
55 ~ 59세,2014,자궁경부암,여자,652428,407889,50대
55 ~ 59세,2015,위암,남자,716516,396632,50대
55 ~ 59세,2015,위암,여자,742881,494236,50대
55 ~ 59세,2015,대장암,남자,1602500,459811,50대
55 ~ 59세,2015,대장암,여자,1578495,548329,50대
55 ~ 59세,2015,간암,남자,99975,51931,50대
55 ~ 59세,2015,간암,여자,66365,39811,50대
55 ~ 59세,2015,유방암,여자,743428,503186,50대
55 ~ 59세,2015,자궁경부암,여자,728612,462516,50대
55 ~ 59세,2016,위암,남자,761507,431531,50대
55 ~ 59세,2016,위암,여자,795177,544696,50대
55 ~ 59세,2016,대장암,남자,1691604,490853,50대
55 ~ 59세,2016,대장암,여자,1676782,603242,50대
55 ~ 59세,2016,간암,남자,64784,40374,50대
55 ~ 59세,2016,간암,여자,46654,33226,50대
55 ~ 59세,2016,유방암,남자,0,0,50대
55 ~ 59세,2016,유방암,여자,794049,552706,50대
55 ~ 59세,2016,자궁경부암,남자,0,0,50대
55 ~ 59세,2016,자궁경부암,여자,778885,513553,50대
55 ~ 59세,2017,위암,남자,778625,443726,50대
55 ~ 59세,2017,위암,여자,815327,553936,50대
55 ~ 59세,2017,대장암,남자,1744960,529412,50대
55 ~ 59세,2017,대장암,여자,1735359,646383,50대
55 ~ 59세,2017,간암,남자,62327,40520,50대
55 ~ 59세,2017,간암,여자,43770,32393,50대
55 ~ 59세,2017,유방암,남자,0,0,50대
55 ~ 59세,2017,유방암,여자,814131,564513,50대
55 ~ 59세,2017,자궁경부암,남자,0,0,50대
55 ~ 59세,2017,자궁경부암,여자,802505,529448,50대
55 ~ 59세,2018,위암,남자,780822,460985,50대
55 ~ 59세,2018,위암,여자,816895,558639,50대
55 ~ 59세,2018,대장암,남자,1677732,578815,50대
55 ~ 59세,2018,대장암,여자,1690007,691794,50대
55 ~ 59세,2018,간암,남자,67954,47094,50대
55 ~ 59세,2018,간암,여자,50347,38691,50대
55 ~ 59세,2018,유방암,남자,0,0,50대
55 ~ 59세,2018,유방암,여자,815944,569669,50대
55 ~ 59세,2018,자궁경부암,남자,0,0,50대
55 ~ 59세,2018,자궁경부암,여자,805068,540192,50대
55 ~ 59세,2019,위암,남자,741387,445227,50대
55 ~ 59세,2019,위암,여자,780326,536602,50대
55 ~ 59세,2019,대장암,남자,1667201,589758,50대
55 ~ 59세,2019,대장암,여자,1685079,699883,50대
55 ~ 59세,2019,간암,남자,68002,48186,50대
55 ~ 59세,2019,간암,여자,50166,39493,50대
55 ~ 59세,2019,유방암,남자,0,0,50대
55 ~ 59세,2019,유방암,여자,774728,544724,50대
55 ~ 59세,2019,자궁경부암,남자,0,0,50대
55 ~ 59세,2019,자궁경부암,여자,768013,518811,50대
60 ~ 64세,2010,위암,남자,546138,287522,60대
60 ~ 64세,2010,위암,여자,564894,343419,60대
60 ~ 64세,2010,대장암,남자,644336,264859,60대
60 ~ 64세,2010,대장암,여자,644263,293986,60대
60 ~ 64세,2010,간암,남자,42675,22934,60대
60 ~ 64세,2010,간암,여자,24209,14121,60대
60 ~ 64세,2010,유방암,남자,0,0,60대
60 ~ 64세,2010,유방암,여자,562208,347002,60대
60 ~ 64세,2010,자궁경부암,남자,0,0,60대
60 ~ 64세,2010,자궁경부암,여자,578136,288418,60대
60 ~ 64세,2011,위암,남자,658152,361047,60대
60 ~ 64세,2011,위암,여자,699474,431869,60대
60 ~ 64세,2011,대장암,남자,711411,284413,60대
60 ~ 64세,2011,대장암,여자,712387,330221,60대
60 ~ 64세,2011,간암,남자,54694,28480,60대
60 ~ 64세,2011,간암,여자,33813,20124,60대
60 ~ 64세,2011,유방암,남자,0,0,60대
60 ~ 64세,2011,유방암,여자,700816,435377,60대
60 ~ 64세,2011,자궁경부암,남자,0,0,60대
60 ~ 64세,2011,자궁경부암,여자,692108,363911,60대
60 ~ 64세,2012,위암,남자,634345,385550,60대
60 ~ 64세,2012,위암,여자,670861,461781,60대
60 ~ 64세,2012,대장암,남자,998034,346644,60대
60 ~ 64세,2012,대장암,여자,1061590,410896,60대
60 ~ 64세,2012,간암,남자,64998,33014,60대
60 ~ 64세,2012,간암,여자,47087,25450,60대
60 ~ 64세,2012,유방암,남자,0,0,60대
60 ~ 64세,2012,유방암,여자,670728,461245,60대
60 ~ 64세,2012,자궁경부암,남자,0,0,60대
60 ~ 64세,2012,자궁경부암,여자,649103,393983,60대
60 ~ 64세,2013,위암,남자,605536,364749,60대
60 ~ 64세,2013,위암,여자,645139,439916,60대
60 ~ 64세,2013,대장암,남자,981435,359207,60대
60 ~ 64세,2013,대장암,여자,1016182,417665,60대
60 ~ 64세,2013,간암,남자,57852,32478,60대
60 ~ 64세,2013,간암,여자,44621,26667,60대
60 ~ 64세,2013,유방암,남자,0,0,60대
60 ~ 64세,2013,유방암,여자,644940,439621,60대
60 ~ 64세,2013,자궁경부암,남자,0,0,60대
60 ~ 64세,2013,자궁경부암,여자,627083,380933,60대
60 ~ 64세,2014,위암,남자,694739,422534,60대
60 ~ 64세,2014,위암,여자,734116,506474,60대
60 ~ 64세,2014,대장암,남자,1022894,398277,60대
60 ~ 64세,2014,대장암,여자,1055504,467452,60대
60 ~ 64세,2014,간암,남자,60092,35798,60대
60 ~ 64세,2014,간암,여자,45664,29214,60대
60 ~ 64세,2014,유방암,남자,0,0,60대
60 ~ 64세,2014,유방암,여자,734007,506779,60대
60 ~ 64세,2014,자궁경부암,남자,0,0,60대
60 ~ 64세,2014,자궁경부암,여자,714304,445557,60대
60 ~ 64세,2015,위암,남자,708782,442392,60대
60 ~ 64세,2015,위암,여자,762909,531565,60대
60 ~ 64세,2015,대장암,남자,1130687,447995,60대
60 ~ 64세,2015,대장암,여자,1177534,520204,60대
60 ~ 64세,2015,간암,남자,71735,43275,60대
60 ~ 64세,2015,간암,여자,51209,33365,60대
60 ~ 64세,2015,유방암,여자,763392,535185,60대
60 ~ 64세,2015,자궁경부암,여자,744589,474337,60대
60 ~ 64세,2016,위암,남자,808779,513266,60대
60 ~ 64세,2016,위암,여자,856862,611295,60대
60 ~ 64세,2016,대장암,남자,1236828,507032,60대
60 ~ 64세,2016,대장암,여자,1288936,595532,60대
60 ~ 64세,2016,간암,남자,46131,31846,60대
60 ~ 64세,2016,간암,여자,37087,27625,60대
60 ~ 64세,2016,유방암,남자,0,0,60대
60 ~ 64세,2016,유방암,여자,856724,615214,60대
60 ~ 64세,2016,자궁경부암,남자,0,0,60대
60 ~ 64세,2016,자궁경부암,여자,836477,549562,60대
60 ~ 64세,2017,위암,남자,857058,543701,60대
60 ~ 64세,2017,위암,여자,913547,646526,60대
60 ~ 64세,2017,대장암,남자,1322628,555814,60대
60 ~ 64세,2017,대장암,여자,1373627,647650,60대
60 ~ 64세,2017,간암,남자,46528,33018,60대
60 ~ 64세,2017,간암,여자,36827,28324,60대
60 ~ 64세,2017,유방암,남자,0,0,60대
60 ~ 64세,2017,유방암,여자,914038,653360,60대
60 ~ 64세,2017,자궁경부암,남자,0,0,60대
60 ~ 64세,2017,자궁경부암,여자,895390,588954,60대
60 ~ 64세,2018,위암,남자,868728,564556,60대
60 ~ 64세,2018,위암,여자,923326,656813,60대
60 ~ 64세,2018,대장암,남자,1345240,608050,60대
60 ~ 64세,2018,대장암,여자,1412978,695577,60대
60 ~ 64세,2018,간암,남자,56144,41614,60대
60 ~ 64세,2018,간암,여자,44737,35558,60대
60 ~ 64세,2018,유방암,남자,0,0,60대
60 ~ 64세,2018,유방암,여자,923699,663966,60대
60 ~ 64세,2018,자궁경부암,남자,0,0,60대
60 ~ 64세,2018,자궁경부암,여자,903969,603836,60대
60 ~ 64세,2019,위암,남자,957075,628257,60대
60 ~ 64세,2019,위암,여자,1045816,744556,60대
60 ~ 64세,2019,대장암,남자,1419345,656273,60대
60 ~ 64세,2019,대장암,여자,1520198,768088,60대
60 ~ 64세,2019,간암,남자,60527,45718,60대
60 ~ 64세,2019,간암,여자,48159,39041,60대
60 ~ 64세,2019,유방암,남자,0,0,60대
60 ~ 64세,2019,유방암,여자,1042550,751766,60대
60 ~ 64세,2019,자궁경부암,남자,0,0,60대
60 ~ 64세,2019,자궁경부암,여자,1026310,685304,60대
65 ~ 69세,2010,위암,남자,352669,204664,60대
65 ~ 69세,2010,위암,여자,391614,242281,60대
65 ~ 69세,2010,대장암,남자,414942,190387,60대
65 ~ 69세,2010,대장암,여자,434055,193498,60대
65 ~ 69세,2010,간암,남자,23812,13273,60대
65 ~ 69세,2010,간암,여자,13693,7615,60대
65 ~ 69세,2010,유방암,남자,0,0,60대
65 ~ 69세,2010,유방암,여자,390917,240511,60대
65 ~ 69세,2010,자궁경부암,남자,0,0,60대
65 ~ 69세,2010,자궁경부암,여자,403908,179324,60대
65 ~ 69세,2011,위암,남자,354663,213359,60대
65 ~ 69세,2011,위암,여자,383250,240577,60대
65 ~ 69세,2011,대장암,남자,400993,179107,60대
65 ~ 69세,2011,대장암,여자,387861,179766,60대
65 ~ 69세,2011,간암,남자,27472,14972,60대
65 ~ 69세,2011,간암,여자,16380,9294,60대
65 ~ 69세,2011,유방암,남자,0,0,60대
65 ~ 69세,2011,유방암,여자,383018,238244,60대
65 ~ 69세,2011,자궁경부암,남자,0,0,60대
65 ~ 69세,2011,자궁경부암,여자,371642,181956,60대
65 ~ 69세,2012,위암,남자,308865,203012,60대
65 ~ 69세,2012,위암,여자,346672,239475,60대
65 ~ 69세,2012,대장암,남자,792355,243876,60대
65 ~ 69세,2012,대장암,여자,890732,264391,60대
65 ~ 69세,2012,간암,남자,48596,21173,60대
65 ~ 69세,2012,간암,여자,36744,15693,60대
65 ~ 69세,2012,유방암,남자,0,0,60대
65 ~ 69세,2012,유방암,여자,341715,234635,60대
65 ~ 69세,2012,자궁경부암,남자,0,0,60대
65 ~ 69세,2012,자궁경부암,여자,325404,185825,60대
65 ~ 69세,2013,위암,남자,337680,224468,60대
65 ~ 69세,2013,위암,여자,374709,262805,60대
65 ~ 69세,2013,대장암,남자,757936,280711,60대
65 ~ 69세,2013,대장암,여자,818638,298027,60대
65 ~ 69세,2013,간암,남자,42447,22497,60대
65 ~ 69세,2013,간암,여자,34305,18208,60대
65 ~ 69세,2013,유방암,남자,0,0,60대
65 ~ 69세,2013,유방암,여자,373290,258405,60대
65 ~ 69세,2013,자궁경부암,남자,0,0,60대
65 ~ 69세,2013,자궁경부암,여자,357872,210512,60대
