연령별,시점,암검진별,성별,대상인원,수검인원,연령대
25 ~ 29세,2018,간암,남자,0,0,20대
25 ~ 29세,2018,간암,여자,0,0,20대
25 ~ 29세,2018,유방암,남자,0,0,20대
25 ~ 29세,2018,유방암,여자,0,0,20대
25 ~ 29세,2018,자궁경부암,남자,0,0,20대
25 ~ 29세,2018,자궁경부암,여자,540447,254467,20대
25 ~ 29세,2019,위암,남자,0,0,20대
25 ~ 29세,2019,위암,여자,0,0,20대
25 ~ 29세,2019,대장암,남자,0,0,20대
25 ~ 29세,2019,대장암,여자,0,0,20대
25 ~ 29세,2019,간암,남자,0,0,20대
25 ~ 29세,2019,간암,여자,0,0,20대
25 ~ 29세,2019,유방암,남자,0,0,20대
25 ~ 29세,2019,유방암,여자,0,0,20대
25 ~ 29세,2019,자궁경부암,남자,0,0,20대
25 ~ 29세,2019,자궁경부암,여자,515270,276703,20대
30 ~ 34세,2010,위암,남자,0,0,30대
30 ~ 34세,2010,위암,여자,0,0,30대
30 ~ 34세,2010,대장암,남자,0,0,30대
30 ~ 34세,2010,대장암,여자,0,0,30대
30 ~ 34세,2010,간암,남자,0,0,30대
30 ~ 34세,2010,간암,여자,0,0,30대
30 ~ 34세,2010,유방암,남자,0,0,30대
30 ~ 34세,2010,유방암,여자,0,0,30대
30 ~ 34세,2010,자궁경부암,남자,0,0,30대
30 ~ 34세,2010,자궁경부암,여자,487487,129509,30대
30 ~ 34세,2011,위암,남자,0,0,30대
30 ~ 34세,2011,위암,여자,0,0,30대
30 ~ 34세,2011,대장암,남자,0,0,30대
30 ~ 34세,2011,대장암,여자,0,0,30대
30 ~ 34세,2011,간암,남자,0,0,30대
30 ~ 34세,2011,간암,여자,0,0,30대
30 ~ 34세,2011,유방암,남자,0,0,30대
30 ~ 34세,2011,유방암,여자,0,0,30대
30 ~ 34세,2011,자궁경부암,남자,0,0,30대
30 ~ 34세,2011,자궁경부암,여자,615279,254831,30대
30 ~ 34세,2012,위암,남자,0,0,30대
30 ~ 34세,2012,위암,여자,0,0,30대
30 ~ 34세,2012,대장암,남자,0,0,30대
30 ~ 34세,2012,대장암,여자,0,0,30대
30 ~ 34세,2012,간암,남자,0,0,30대
30 ~ 34세,2012,간암,여자,0,0,30대
30 ~ 34세,2012,유방암,남자,0,0,30대
30 ~ 34세,2012,유방암,여자,0,0,30대
30 ~ 34세,2012,자궁경부암,남자,0,0,30대
30 ~ 34세,2012,자궁경부암,여자,1106556,306849,30대
30 ~ 34세,2013,위암,남자,0,0,30대
30 ~ 34세,2013,위암,여자,0,0,30대
30 ~ 34세,2013,대장암,남자,0,0,30대
30 ~ 34세,2013,대장암,여자,0,0,30대
30 ~ 34세,2013,간암,남자,0,0,30대
30 ~ 34세,2013,간암,여자,0,0,30대
30 ~ 34세,2013,유방암,남자,0,0,30대
30 ~ 34세,2013,유방암,여자,0,0,30대
30 ~ 34세,2013,자궁경부암,남자,0,0,30대
30 ~ 34세,2013,자궁경부암,여자,990443,364294,30대
30 ~ 34세,2014,위암,남자,0,0,30대
30 ~ 34세,2014,위암,여자,0,0,30대
30 ~ 34세,2014,대장암,남자,0,0,30대
30 ~ 34세,2014,대장암,여자,0,0,30대
30 ~ 34세,2014,간암,남자,0,0,30대
30 ~ 34세,2014,간암,여자,0,0,30대
30 ~ 34세,2014,유방암,남자,0,0,30대
30 ~ 34세,2014,유방암,여자,0,0,30대
30 ~ 34세,2014,자궁경부암,남자,0,0,30대
30 ~ 34세,2014,자궁경부암,여자,952550,404738,30대
30 ~ 34세,2015,자궁경부암,여자,934426,441708,30대
30 ~ 34세,2016,위암,남자,0,0,30대
30 ~ 34세,2016,위암,여자,0,0,30대
30 ~ 34세,2016,대장암,남자,0,0,30대
30 ~ 34세,2016,대장암,여자,0,0,30대
30 ~ 34세,2016,간암,남자,0,0,30대
30 ~ 34세,2016,간암,여자,0,0,30대
30 ~ 34세,2016,유방암,남자,0,0,30대
30 ~ 34세,2016,유방암,여자,0,0,30대
30 ~ 34세,2016,자궁경부암,남자,0,0,30대
30 ~ 34세,2016,자궁경부암,여자,905536,472786,30대
30 ~ 34세,2017,위암,남자,0,0,30대
30 ~ 34세,2017,위암,여자,0,0,30대
30 ~ 34세,2017,대장암,남자,0,0,30대
30 ~ 34세,2017,대장암,여자,0,0,30대
30 ~ 34세,2017,간암,남자,0,0,30대
30 ~ 34세,2017,간암,여자,0,0,30대
30 ~ 34세,2017,유방암,남자,0,0,30대
30 ~ 34세,2017,유방암,여자,0,0,30대
30 ~ 34세,2017,자궁경부암,남자,0,0,30대
30 ~ 34세,2017,자궁경부암,여자,880770,482125,30대
30 ~ 34세,2018,위암,남자,0,0,30대
30 ~ 34세,2018,위암,여자,0,0,30대
30 ~ 34세,2018,대장암,남자,0,0,30대
30 ~ 34세,2018,대장암,여자,0,0,30대
30 ~ 34세,2018,간암,남자,0,0,30대
30 ~ 34세,2018,간암,여자,0,0,30대
30 ~ 34세,2018,유방암,남자,0,0,30대
30 ~ 34세,2018,유방암,여자,0,0,30대
30 ~ 34세,2018,자궁경부암,남자,0,0,30대
30 ~ 34세,2018,자궁경부암,여자,803023,473501,30대
30 ~ 34세,2019,위암,남자,0,0,30대
30 ~ 34세,2019,위암,여자,0,0,30대
30 ~ 34세,2019,대장암,남자,0,0,30대
30 ~ 34세,2019,대장암,여자,0,0,30대
30 ~ 34세,2019,간암,남자,0,0,30대
30 ~ 34세,2019,간암,여자,0,0,30대
30 ~ 34세,2019,유방암,남자,0,0,30대
30 ~ 34세,2019,유방암,여자,0,0,30대
30 ~ 34세,2019,자궁경부암,남자,0,0,30대
30 ~ 34세,2019,자궁경부암,여자,781246,496289,30대
35 ~ 39세,2010,위암,남자,0,0,30대
35 ~ 39세,2010,위암,여자,0,0,30대
35 ~ 39세,2010,대장암,남자,0,0,30대
35 ~ 39세,2010,대장암,여자,0,0,30대
35 ~ 39세,2010,간암,남자,0,0,30대
35 ~ 39세,2010,간암,여자,0,0,30대
35 ~ 39세,2010,유방암,남자,0,0,30대
35 ~ 39세,2010,유방암,여자,0,0,30대
35 ~ 39세,2010,자궁경부암,남자,0,0,30대
35 ~ 39세,2010,자궁경부암,여자,428174,144880,30대
35 ~ 39세,2011,위암,남자,0,0,30대
35 ~ 39세,2011,위암,여자,0,0,30대
35 ~ 39세,2011,대장암,남자,0,0,30대
35 ~ 39세,2011,대장암,여자,0,0,30대
35 ~ 39세,2011,간암,남자,0,0,30대
35 ~ 39세,2011,간암,여자,0,0,30대
35 ~ 39세,2011,유방암,남자,0,0,30대
35 ~ 39세,2011,유방암,여자,0,0,30대
35 ~ 39세,2011,자궁경부암,남자,0,0,30대
35 ~ 39세,2011,자궁경부암,여자,488731,248566,30대
35 ~ 39세,2012,위암,남자,0,0,30대
35 ~ 39세,2012,위암,여자,0,0,30대
35 ~ 39세,2012,대장암,남자,0,0,30대
35 ~ 39세,2012,대장암,여자,0,0,30대
35 ~ 39세,2012,간암,남자,0,0,30대
35 ~ 39세,2012,간암,여자,0,0,30대
35 ~ 39세,2012,유방암,남자,0,0,30대
35 ~ 39세,2012,유방암,여자,0,0,30대
35 ~ 39세,2012,자궁경부암,남자,0,0,30대
35 ~ 39세,2012,자궁경부암,여자,775269,269886,30대
35 ~ 39세,2013,위암,남자,0,0,30대
35 ~ 39세,2013,위암,여자,0,0,30대
35 ~ 39세,2013,대장암,남자,0,0,30대
35 ~ 39세,2013,대장암,여자,0,0,30대
35 ~ 39세,2013,간암,남자,0,0,30대
35 ~ 39세,2013,간암,여자,0,0,30대
35 ~ 39세,2013,유방암,남자,0,0,30대
35 ~ 39세,2013,유방암,여자,0,0,30대
35 ~ 39세,2013,자궁경부암,남자,0,0,30대
35 ~ 39세,2013,자궁경부암,여자,667375,273385,30대
35 ~ 39세,2014,위암,남자,0,0,30대
35 ~ 39세,2014,위암,여자,0,0,30대
35 ~ 39세,2014,대장암,남자,0,0,30대
35 ~ 39세,2014,대장암,여자,0,0,30대
35 ~ 39세,2014,간암,남자,0,0,30대
35 ~ 39세,2014,간암,여자,0,0,30대
35 ~ 39세,2014,유방암,남자,0,0,30대
35 ~ 39세,2014,유방암,여자,0,0,30대
35 ~ 39세,2014,자궁경부암,남자,0,0,30대
35 ~ 39세,2014,자궁경부암,여자,622102,289791,30대
35 ~ 39세,2015,자궁경부암,여자,693688,348864,30대
35 ~ 39세,2016,위암,남자,0,0,30대
35 ~ 39세,2016,위암,여자,0,0,30대
35 ~ 39세,2016,대장암,남자,0,0,30대
35 ~ 39세,2016,대장암,여자,0,0,30대
35 ~ 39세,2016,간암,남자,0,0,30대
35 ~ 39세,2016,간암,여자,0,0,30대
35 ~ 39세,2016,유방암,남자,0,0,30대
35 ~ 39세,2016,유방암,여자,0,0,30대
35 ~ 39세,2016,자궁경부암,남자,0,0,30대
35 ~ 39세,2016,자궁경부암,여자,685108,372339,30대
35 ~ 39세,2017,위암,남자,0,0,30대
35 ~ 39세,2017,위암,여자,0,0,30대
35 ~ 39세,2017,대장암,남자,0,0,30대
35 ~ 39세,2017,대장암,여자,0,0,30대
35 ~ 39세,2017,간암,남자,0,0,30대
35 ~ 39세,2017,간암,여자,0,0,30대
35 ~ 39세,2017,유방암,남자,0,0,30대
35 ~ 39세,2017,유방암,여자,0,0,30대
35 ~ 39세,2017,자궁경부암,남자,0,0,30대
35 ~ 39세,2017,자궁경부암,여자,744400,421921,30대
35 ~ 39세,2018,위암,남자,0,0,30대
35 ~ 39세,2018,위암,여자,0,0,30대
35 ~ 39세,2018,대장암,남자,0,0,30대
35 ~ 39세,2018,대장암,여자,0,0,30대
35 ~ 39세,2018,간암,남자,0,0,30대
35 ~ 39세,2018,간암,여자,0,0,30대
35 ~ 39세,2018,유방암,남자,0,0,30대
35 ~ 39세,2018,유방암,여자,0,0,30대
35 ~ 39세,2018,자궁경부암,남자,0,0,30대
35 ~ 39세,2018,자궁경부암,여자,727507,445941,30대
35 ~ 39세,2019,위암,남자,0,0,30대
35 ~ 39세,2019,위암,여자,0,0,30대
35 ~ 39세,2019,대장암,남자,0,0,30대
35 ~ 39세,2019,대장암,여자,0,0,30대
35 ~ 39세,2019,간암,남자,0,0,30대
35 ~ 39세,2019,간암,여자,0,0,30대
35 ~ 39세,2019,유방암,남자,0,0,30대
35 ~ 39세,2019,유방암,여자,0,0,30대
35 ~ 39세,2019,자궁경부암,남자,0,0,30대
35 ~ 39세,2019,자궁경부암,여자,690878,448150,30대
40 ~ 44세,2010,위암,남자,1288553,422169,40대
40 ~ 44세,2010,위암,여자,1146039,521697,40대
40 ~ 44세,2010,대장암,남자,0,0,40대
40 ~ 44세,2010,대장암,여자,0,0,40대
40 ~ 44세,2010,간암,남자,77087,29894,40대
40 ~ 44세,2010,간암,여자,29728,15744,40대
40 ~ 44세,2010,유방암,남자,0,0,40대
40 ~ 44세,2010,유방암,여자,1135600,553841,40대
40 ~ 44세,2010,자궁경부암,남자,0,0,40대
40 ~ 44세,2010,자궁경부암,여자,1126986,498978,40대
40 ~ 44세,2011,위암,남자,1301467,466194,40대
40 ~ 44세,2011,위암,여자,1289077,588181,40대
40 ~ 44세,2011,대장암,남자,0,0,40대
40 ~ 44세,2011,대장암,여자,0,0,40대
40 ~ 44세,2011,간암,남자,99386,39162,40대
40 ~ 44세,2011,간암,여자,48631,25557,40대
40 ~ 44세,2011,유방암,남자,0,0,40대
40 ~ 44세,2011,유방암,여자,1290670,617512,40대
40 ~ 44세,2011,자궁경부암,남자,0,0,40대
40 ~ 44세,2011,자궁경부암,여자,1300429,590837,40대
40 ~ 44세,2012,위암,남자,1170992,472871,40대
40 ~ 44세,2012,위암,여자,1123510,588182,40대
40 ~ 44세,2012,대장암,남자,0,0,40대
40 ~ 44세,2012,대장암,여자,0,0,40대
40 ~ 44세,2012,간암,남자,107617,41744,40대
40 ~ 44세,2012,간암,여자,65330,31125,40대
40 ~ 44세,2012,유방암,남자,0,0,40대
40 ~ 44세,2012,유방암,여자,1121263,616891,40대
40 ~ 44세,2012,자궁경부암,남자,0,0,40대
40 ~ 44세,2012,자궁경부암,여자,1113341,587638,40대
40 ~ 44세,2013,위암,남자,1194717,507734,40대
40 ~ 44세,2013,위암,여자,1154968,603950,40대
40 ~ 44세,2013,대장암,남자,0,0,40대
40 ~ 44세,2013,대장암,여자,0,0,40대
40 ~ 44세,2013,간암,남자,94338,44374,40대
40 ~ 44세,2013,간암,여자,59533,32730,40대
40 ~ 44세,2013,유방암,남자,0,0,40대
40 ~ 44세,2013,유방암,여자,1163132,638204,40대
40 ~ 44세,2013,자궁경부암,남자,0,0,40대
40 ~ 44세,2013,자궁경부암,여자,1160966,622644,40대
40 ~ 44세,2014,위암,남자,1160645,519381,40대
40 ~ 44세,2014,위암,여자,1103869,604414,40대
40 ~ 44세,2014,대장암,남자,0,0,40대
40 ~ 44세,2014,대장암,여자,0,0,40대
40 ~ 44세,2014,간암,남자,91844,46169,40대
40 ~ 44세,2014,간암,여자,57093,33053,40대
40 ~ 44세,2014,유방암,남자,0,0,40대
40 ~ 44세,2014,유방암,여자,1112609,637155,40대
40 ~ 44세,2014,자궁경부암,남자,0,0,40대
40 ~ 44세,2014,자궁경부암,여자,1113372,630837,40대
40 ~ 44세,2015,위암,남자,1138797,563515,40대
40 ~ 44세,2015,위암,여자,1104996,625013,40대
40 ~ 44세,2015,간암,남자,92232,49511,40대
40 ~ 44세,2015,간암,여자,55954,34110,40대
40 ~ 44세,2015,유방암,여자,1113827,663353,40대
40 ~ 44세,2015,자궁경부암,여자,1116485,660062,40대
40 ~ 44세,2016,위암,남자,1119281,587040,40대
40 ~ 44세,2016,위암,여자,1069643,638642,40대
40 ~ 44세,2016,대장암,남자,0,0,40대
40 ~ 44세,2016,대장암,여자,0,0,40대
40 ~ 44세,2016,간암,남자,67059,42925,40대
40 ~ 44세,2016,간암,여자,44289,31671,40대
40 ~ 44세,2016,유방암,남자,0,0,40대
40 ~ 44세,2016,유방암,여자,1075956,669825,40대
40 ~ 44세,2016,자궁경부암,남자,0,0,40대
40 ~ 44세,2016,자궁경부암,여자,1079403,669691,40대
40 ~ 44세,2017,위암,남자,1076051,586105,40대
40 ~ 44세,2017,위암,여자,1064162,643518,40대
40 ~ 44세,2017,대장암,남자,0,0,40대
40 ~ 44세,2017,대장암,여자,0,0,40대
40 ~ 44세,2017,간암,남자,63121,41466,40대
40 ~ 44세,2017,간암,여자,41531,30471,40대
40 ~ 44세,2017,유방암,남자,0,0,40대
40 ~ 44세,2017,유방암,여자,1071449,678390,40대
40 ~ 44세,2017,자궁경부암,남자,0,0,40대
40 ~ 44세,2017,자궁경부암,여자,1078378,684336,40대
40 ~ 44세,2018,위암,남자,995936,584521,40대
40 ~ 44세,2018,위암,여자,963143,593929,40대
40 ~ 44세,2018,대장암,남자,0,0,40대
40 ~ 44세,2018,대장암,여자,0,0,40대
40 ~ 44세,2018,간암,남자,64073,45366,40대
40 ~ 44세,2018,간암,여자,43467,33286,40대
40 ~ 44세,2018,유방암,남자,0,0,40대
40 ~ 44세,2018,유방암,여자,972306,630115,40대
40 ~ 44세,2018,자궁경부암,남자,0,0,40대
40 ~ 44세,2018,자궁경부암,여자,980103,642735,40대
40 ~ 44세,2019,위암,남자,1023321,620168,40대
40 ~ 44세,2019,위암,여자,1020216,639162,40대
40 ~ 44세,2019,대장암,남자,0,0,40대
40 ~ 44세,2019,대장암,여자,0,0,40대
40 ~ 44세,2019,간암,남자,61604,45000,40대
40 ~ 44세,2019,간암,여자,42152,33083,40대
40 ~ 44세,2019,유방암,남자,0,0,40대
40 ~ 44세,2019,유방암,여자,1026482,676068,40대
40 ~ 44세,2019,자궁경부암,남자,0,0,40대
40 ~ 44세,2019,자궁경부암,여자,1037704,687441,40대
45 ~ 49세,2010,위암,남자,1025575,315061,40대
45 ~ 49세,2010,위암,여자,833034,377695,40대
45 ~ 49세,2010,대장암,남자,0,0,40대
45 ~ 49세,2010,대장암,여자,0,0,40대
45 ~ 49세,2010,간암,남자,74462,27359,40대
45 ~ 49세,2010,간암,여자,24101,12453,40대
45 ~ 49세,2010,유방암,남자,0,0,40대
45 ~ 49세,2010,유방암,여자,820014,398491,40대
45 ~ 49세,2010,자궁경부암,남자,0,0,40대
45 ~ 49세,2010,자궁경부암,여자,834366,360553,40대
45 ~ 49세,2011,위암,남자,873379,325428,40대
45 ~ 49세,2011,위암,여자,840092,402350,40대
45 ~ 49세,2011,대장암,남자,0,0,40대
45 ~ 49세,2011,대장암,여자,0,0,40대
45 ~ 49세,2011,간암,남자,81830,29607,40대
45 ~ 49세,2011,간암,여자,29849,15180,40대
45 ~ 49세,2011,유방암,남자,0,0,40대
45 ~ 49세,2011,유방암,여자,849523,425387,40대
45 ~ 49세,2011,자궁경부암,남자,0,0,40대
45 ~ 49세,2011,자궁경부암,여자,837227,388962,40대
45 ~ 49세,2012,위암,남자,798737,311545,40대
45 ~ 49세,2012,위암,여자,715514,376160,40대
45 ~ 49세,2012,대장암,남자,0,0,40대
45 ~ 49세,2012,대장암,여자,0,0,40대
45 ~ 49세,2012,간암,남자,101873,34532,40대
45 ~ 49세,2012,간암,여자,56536,22993,40대
45 ~ 49세,2012,유방암,남자,0,0,40대
45 ~ 49세,2012,유방암,여자,720467,394599,40대
45 ~ 49세,2012,자궁경부암,남자,0,0,40대
45 ~ 49세,2012,자궁경부암,여자,710826,370036,40대
45 ~ 49세,2013,위암,남자,741651,301551,40대
45 ~ 49세,2013,위암,여자,747829,390804,40대
45 ~ 49세,2013,대장암,남자,0,0,40대
45 ~ 49세,2013,대장암,여자,0,0,40대
45 ~ 49세,2013,간암,남자,93503,40696,40대
45 ~ 49세,2013,간암,여자,55745,28502,40대
45 ~ 49세,2013,유방암,남자,0,0,40대
45 ~ 49세,2013,유방암,여자,751453,408420,40대
45 ~ 49세,2013,자궁경부암,남자,0,0,40대
45 ~ 49세,2013,자궁경부암,여자,745699,392328,40대
45 ~ 49세,2014,위암,남자,769677,332361,40대
45 ~ 49세,2014,위암,여자,743612,406917,40대
45 ~ 49세,2014,대장암,남자,0,0,40대
45 ~ 49세,2014,대장암,여자,0,0,40대
45 ~ 49세,2014,간암,남자,96360,45201,40대
45 ~ 49세,2014,간암,여자,59310,31803,40대
45 ~ 49세,2014,유방암,남자,0,0,40대
45 ~ 49세,2014,유방암,여자,747723,425809,40대
45 ~ 49세,2014,자궁경부암,남자,0,0,40대
45 ~ 49세,2014,자궁경부암,여자,743846,416179,40대
45 ~ 49세,2015,위암,남자,777658,372863,40대
45 ~ 49세,2015,위암,여자,785543,448168,40대
45 ~ 49세,2015,간암,남자,104148,52254,40대
45 ~ 49세,2015,간암,여자,64175,36831,40대
45 ~ 49세,2015,유방암,여자,789741,469537,40대
45 ~ 49세,2015,자궁경부암,여자,787632,461445,40대
45 ~ 49세,2016,위암,남자,826671,422639,40대
45 ~ 49세,2016,위암,여자,826197,496859,40대
45 ~ 49세,2016,대장암,남자,0,0,40대
45 ~ 49세,2016,대장암,여자,0,0,40대
45 ~ 49세,2016,간암,남자,80499,49217,40대
45 ~ 49세,2016,간암,여자,56872,38698,40대
45 ~ 49세,2016,유방암,남자,0,0,40대
45 ~ 49세,2016,유방암,여자,828412,515470,40대
45 ~ 49세,2016,자궁경부암,남자,0,0,40대
45 ~ 49세,2016,자궁경부암,여자,827802,510771,40대
45 ~ 49세,2017,위암,남자,834983,439972,40대
45 ~ 49세,2017,위암,여자,828346,501252,40대
45 ~ 49세,2017,대장암,남자,0,0,40대
45 ~ 49세,2017,대장암,여자,0,0,40대
45 ~ 49세,2017,간암,남자,79236,50593,40대
45 ~ 49세,2017,간암,여자,55856,39163,40대
45 ~ 49세,2017,유방암,남자,0,0,40대
45 ~ 49세,2017,유방암,여자,830578,520746,40대
45 ~ 49세,2017,자궁경부암,남자,0,0,40대
45 ~ 49세,2017,자궁경부암,여자,833529,521299,40대
45 ~ 49세,2018,위암,남자,788430,450634,40대
45 ~ 49세,2018,위암,여자,781904,491559,40대
45 ~ 49세,2018,대장암,남자,0,0,40대
45 ~ 49세,2018,대장암,여자,0,0,40대
45 ~ 49세,2018,간암,남자,83925,57356,40대
45 ~ 49세,2018,간암,여자,59967,44543,40대
45 ~ 49세,2018,유방암,남자,0,0,40대
45 ~ 49세,2018,유방암,여자,784812,510379,40대
45 ~ 49세,2018,자궁경부암,남자,0,0,40대
45 ~ 49세,2018,자궁경부암,여자,788981,514397,40대
45 ~ 49세,2019,위암,남자,805450,480178,40대
45 ~ 49세,2019,위암,여자,809856,518679,40대
45 ~ 49세,2019,대장암,남자,0,0,40대
45 ~ 49세,2019,대장암,여자,0,0,40대
45 ~ 49세,2019,간암,남자,83771,59353,40대
45 ~ 49세,2019,간암,여자,59288,45458,40대
45 ~ 49세,2019,유방암,남자,0,0,40대
45 ~ 49세,2019,유방암,여자,807769,534976,40대
45 ~ 49세,2019,자궁경부암,남자,0,0,40대
45 ~ 49세,2019,자궁경부암,여자,816717,539059,40대
50 ~ 54세,2010,위암,남자,1095903,404782,50대
50 ~ 54세,2010,위암,여자,1022760,538763,50대
50 ~ 54세,2010,대장암,남자,1257331,316754,50대
50 ~ 54세,2010,대장암,여자,1175999,432764,50대
50 ~ 54세,2010,간암,남자,86437,35548,50대
50 ~ 54세,2010,간암,여자,36843,20854,50대
50 ~ 54세,2010,유방암,남자,0,0,50대
50 ~ 54세,2010,유방암,여자,1011289,554784,50대
50 ~ 54세,2010,자궁경부암,남자,0,0,50대
50 ~ 54세,2010,자궁경부암,여자,1032709,494677,50대
50 ~ 54세,2011,위암,남자,1194826,481027,50대
50 ~ 54세,2011,위암,여자,1252094,665250,50대
50 ~ 54세,2011,대장암,남자,1361510,335750,50대
50 ~ 54세,2011,대장암,여자,1315945,477148,50대
50 ~ 54세,2011,간암,남자,103074,40792,50대
50 ~ 54세,2011,간암,여자,52477,29352,50대
50 ~ 54세,2011,유방암,남자,0,0,50대
50 ~ 54세,2011,유방암,여자,1257706,685697,50대
50 ~ 54세,2011,자궁경부암,남자,0,0,50대
50 ~ 54세,2011,자궁경부암,여자,1245717,614590,50대
50 ~ 54세,2012,위암,남자,1149608,508482,50대
50 ~ 54세,2012,위암,여자,1102582,658702,50대
50 ~ 54세,2012,대장암,남자,1859394,385558,50대
50 ~ 54세,2012,대장암,여자,1836522,524097,50대
50 ~ 54세,2012,간암,남자,114033,45095,50대
50 ~ 54세,2012,간암,여자,69796,34514,50대
50 ~ 54세,2012,유방암,남자,0,0,50대
50 ~ 54세,2012,유방암,여자,1106865,674211,50대
50 ~ 54세,2012,자궁경부암,남자,0,0,50대
50 ~ 54세,2012,자궁경부암,여자,1087243,617419,50대
50 ~ 54세,2013,위암,남자,1095288,477964,50대
50 ~ 54세,2013,위암,여자,1098179,635705,50대
50 ~ 54세,2013,대장암,남자,1782310,406934,50대
50 ~ 54세,2013,대장암,여자,1709897,533745,50대
50 ~ 54세,2013,간암,남자,98555,45007,50대
50 ~ 54세,2013,간암,여자,63781,35615,50대
50 ~ 54세,2013,유방암,남자,0,0,50대
50 ~ 54세,2013,유방암,여자,1101939,652887,50대
50 ~ 54세,2013,자궁경부암,남자,0,0,50대
50 ~ 54세,2013,자궁경부암,여자,1088075,610247,50대
50 ~ 54세,2014,위암,남자,1125176,509212,50대
50 ~ 54세,2014,위암,여자,1118208,659968,50대
50 ~ 54세,2014,대장암,남자,1762445,425869,50대
50 ~ 54세,2014,대장암,여자,1673023,552275,50대
50 ~ 54세,2014,간암,남자,94899,46565,50대
50 ~ 54세,2014,간암,여자,60882,35951,50대
50 ~ 54세,2014,유방암,남자,0,0,50대
50 ~ 54세,2014,유방암,여자,1123213,681204,50대
50 ~ 54세,2014,자궁경부암,남자,0,0,50대
50 ~ 54세,2014,자궁경부암,여자,1111957,646944,50대
50 ~ 54세,2015,위암,남자,1096598,531494,50대
50 ~ 54세,2015,위암,여자,1100066,658366,50대
50 ~ 54세,2015,대장암,남자,1737665,456563,50대
50 ~ 54세,2015,대장암,여자,1662363,565581,50대
50 ~ 54세,2015,간암,남자,97240,49920,50대
50 ~ 54세,2015,간암,여자,59097,36043,50대
50 ~ 54세,2015,유방암,여자,1104692,683899,50대
50 ~ 54세,2015,자궁경부암,여자,1095718,655420,50대
50 ~ 54세,2016,위암,남자,1113263,562090,50대
50 ~ 54세,2016,위암,여자,1087386,675757,50대
50 ~ 54세,2016,대장암,남자,1720806,468076,50대
50 ~ 54세,2016,대장암,여자,1631292,577656,50대
50 ~ 54세,2016,간암,남자,61632,38193,50대
50 ~ 54세,2016,간암,여자,38639,27588,50대
50 ~ 54세,2016,유방암,남자,0,0,50대
50 ~ 54세,2016,유방암,여자,1091014,699315,50대
50 ~ 54세,2016,자궁경부암,남자,0,0,50대
50 ~ 54세,2016,자궁경부암,여자,1083640,676774,50대
50 ~ 54세,2017,위암,남자,1079216,561627,50대
50 ~ 54세,2017,위암,여자,1099826,685143,50대
50 ~ 54세,2017,대장암,남자,1706210,486383,50대
50 ~ 54세,2017,대장암,여자,1653681,601969,50대
50 ~ 54세,2017,간암,남자,60054,39607,50대
50 ~ 54세,2017,간암,여자,38758,29217,50대
50 ~ 54세,2017,유방암,남자,0,0,50대
50 ~ 54세,2017,유방암,여자,1103845,710364,50대
50 ~ 54세,2017,자궁경부암,남자,0,0,50대
50 ~ 54세,2017,자궁경부암,여자,1099829,694076,50대
50 ~ 54세,2018,위암,남자,1089944,601350,50대
50 ~ 54세,2018,위암,여자,1094960,698314,50대
50 ~ 54세,2018,대장암,남자,1682147,542552,50대
50 ~ 54세,2018,대장암,여자,1665753,650602,50대
50 ~ 54세,2018,간암,남자,70593,48778,50대
50 ~ 54세,2018,간암,여자,49774,37992,50대
50 ~ 54세,2018,유방암,남자,0,0,50대
50 ~ 54세,2018,유방암,여자,1100299,725258,50대
50 ~ 54세,2018,자궁경부암,남자,0,0,50대
50 ~ 54세,2018,자궁경부암,여자,1097417,715664,50대
50 ~ 54세,2019,위암,남자,1102180,627001,50대
50 ~ 54세,2019,위암,여자,1149882,742251,50대
50 ~ 54세,2019,대장암,남자,1721367,578580,50대
50 ~ 54세,2019,대장암,여자,1713946,686171,50대
50 ~ 54세,2019,간암,남자,76062,53979,50대
50 ~ 54세,2019,간암,여자,54902,42941,50대
50 ~ 54세,2019,유방암,남자,0,0,50대
50 ~ 54세,2019,유방암,여자,1148265,767093,50대
50 ~ 54세,2019,자궁경부암,남자,0,0,50대
50 ~ 54세,2019,자궁경부암,여자,1152316,757873,50대
55 ~ 59세,2010,위암,남자,641270,285258,50대
55 ~ 59세,2010,위암,여자,568376,337196,50대
55 ~ 59세,2010,대장암,남자,756466,247757,50대
55 ~ 59세,2010,대장암,여자,665268,289996,50대
55 ~ 59세,2010,간암,남자,53652,25142,50대
55 ~ 59세,2010,간암,여자,24332,14572,50대
55 ~ 59세,2010,유방암,남자,0,0,50대
55 ~ 59세,2010,유방암,여자,562875,345323,50대
55 ~ 59세,2010,자궁경부암,남자,0,0,50대
55 ~ 59세,2010,자궁경부암,여자,577929,298699,50대
55 ~ 59세,2011,위암,남자,655696,320179,50대
55 ~ 59세,2011,위암,여자,685639,414119,50대
55 ~ 59세,2011,대장암,남자,817150,253811,50대
55 ~ 59세,2011,대장암,여자,741133,319277,50대
55 ~ 59세,2011,간암,남자,65039,29006,50대
55 ~ 59세,2011,간암,여자,34795,20634,50대
55 ~ 59세,2011,유방암,남자,0,0,50대
55 ~ 59세,2011,유방암,여자,690174,425412,50대
55 ~ 59세,2011,자궁경부암,남자,0,0,50대
55 ~ 59세,2011,자궁경부암,여자,676571,370866,50대
55 ~ 59세,2012,위암,남자,627522,329496,50대
55 ~ 59세,2012,위암,여자,601661,399715,50대
55 ~ 59세,2012,대장암,남자,1464160,321450,50대
